Project,Dependency,FilePath,Size
para,jackson-dataformat-smile-2.14.0-rc2.jar,results/para/para-core/original/compile-scope-dependencies/dependency/jackson-dataformat-smile-2.14.0-rc2.jar,96871
para,classgraph-4.8.149.jar,results/para/para-core/original/compile-scope-dependencies/dependency/classgraph-4.8.149.jar,558272
para,commons-lang3-3.12.0.jar,results/para/para-core/original/compile-scope-dependencies/dependency/commons-lang3-3.12.0.jar,587402
para,autolink-0.6.0.jar,results/para/para-core/original/compile-scope-dependencies/dependency/autolink-0.6.0.jar,16098
para,jackson-databind-2.14.0-rc2.jar,results/para/para-core/original/compile-scope-dependencies/dependency/jackson-databind-2.14.0-rc2.jar,1617553
para,jakarta.validation-api-2.0.2.jar,results/para/para-core/original/compile-scope-dependencies/dependency/jakarta.validation-api-2.0.2.jar,91930
para,flexmark-util-0.64.0.jar,results/para/para-core/original/compile-scope-dependencies/dependency/flexmark-util-0.64.0.jar,1899
para,flexmark-util-sequence-0.64.0.jar,results/para/para-core/original/compile-scope-dependencies/dependency/flexmark-util-sequence-0.64.0.jar,225525
para,profiles-2.18.32.jar,results/para/para-core/original/compile-scope-dependencies/dependency/profiles-2.18.32.jar,35510
javaparser,javassist-3.29.2-GA.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/javassist-3.29.2-GA.jar,794137
javaparser,checker-qual-3.12.0.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/checker-qual-3.12.0.jar,208835
javaparser,error_prone_annotations-2.11.0.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/error_prone_annotations-2.11.0.jar,15979
javaparser,failureaccess-1.0.1.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/failureaccess-1.0.1.jar,4617
javaparser,listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar,2199
javaparser,j2objc-annotations-1.3.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/j2objc-annotations-1.3.jar,8781
javaparser,guava-31.1-jre.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/guava-31.1-jre.jar,2959479
javaparser,javaparser-core-3.24.8.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/javaparser-core-3.24.8.jar,1307860
javaparser,jsr305-3.0.2.jar,results/javaparser/javaparser-symbol-solver-core/original/compile-scope-dependencies/dependency/jsr305-3.0.2.jar,19936
vertx-unit,jackson-core-2.14.0.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/jackson-core-2.14.0.jar,458975
vertx-unit,netty-handler-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-handler-4.1.85.Final.jar,540540
vertx-unit,netty-transport-native-unix-common-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-transport-native-unix-common-4.1.85.Final.jar,43686
vertx-unit,netty-resolver-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-resolver-4.1.85.Final.jar,37777
vertx-unit,netty-codec-socks-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-codec-socks-4.1.85.Final.jar,120680
vertx-unit,junit-4.13.1.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/junit-4.13.1.jar,382708
vertx-unit,netty-buffer-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-buffer-4.1.85.Final.jar,305093
vertx-unit,netty-handler-proxy-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-handler-proxy-4.1.85.Final.jar,25398
vertx-unit,netty-resolver-dns-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-resolver-dns-4.1.85.Final.jar,158079
vertx-unit,netty-codec-http2-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-codec-http2-4.1.85.Final.jar,479918
vertx-unit,netty-codec-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-codec-4.1.85.Final.jar,343569
vertx-unit,hamcrest-core-1.3.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/hamcrest-core-1.3.jar,45024
vertx-unit,netty-codec-dns-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-codec-dns-4.1.85.Final.jar,66868
vertx-unit,netty-common-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-common-4.1.85.Final.jar,654353
vertx-unit,vertx-core-4.3.6.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/vertx-core-4.3.6.jar,1512482
vertx-unit,netty-transport-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-transport-4.1.85.Final.jar,488001
vertx-unit,netty-codec-http-4.1.85.Final.jar,results/vertx-unit/original/compile-scope-dependencies/dependency/netty-codec-http-4.1.85.Final.jar,649718
httpcomponents-client,slf4j-api-1.7.36.jar,results/httpcomponents-client/httpclient5/original/compile-scope-dependencies/dependency/slf4j-api-1.7.36.jar,41125
httpcomponents-client,httpcore5-h2-5.2.jar,results/httpcomponents-client/httpclient5/original/compile-scope-dependencies/dependency/httpcore5-h2-5.2.jar,236827
httpcomponents-client,conscrypt-openjdk-uber-2.5.2.jar,results/httpcomponents-client/httpclient5/original/compile-scope-dependencies/dependency/conscrypt-openjdk-uber-2.5.2.jar,4534256
httpcomponents-client,httpcore5-5.2.jar,results/httpcomponents-client/httpclient5/original/compile-scope-dependencies/dependency/httpcore5-5.2.jar,852871
httpcomponents-client,dec-0.1.2.jar,results/httpcomponents-client/httpclient5/original/compile-scope-dependencies/dependency/dec-0.1.2.jar,98115
jHiccup,HdrHistogram-2.1.10.jar,results/jHiccup/original/compile-scope-dependencies/dependency/HdrHistogram-2.1.10.jar,117910
spark,jetty-server-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-server-9.4.31.v20200723.jar,703234
spark,jetty-util-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-util-9.4.31.v20200723.jar,555579
spark,websocket-common-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/websocket-common-9.4.31.v20200723.jar,208875
spark,slf4j-api-1.7.25.jar,results/spark/original/compile-scope-dependencies/dependency/slf4j-api-1.7.25.jar,41203
spark,jetty-io-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-io-9.4.31.v20200723.jar,162036
spark,websocket-api-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/websocket-api-9.4.31.v20200723.jar,52103
spark,websocket-servlet-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/websocket-servlet-9.4.31.v20200723.jar,30261
spark,javax.servlet-api-3.1.0.jar,results/spark/original/compile-scope-dependencies/dependency/javax.servlet-api-3.1.0.jar,95806
spark,jetty-webapp-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-webapp-9.4.31.v20200723.jar,138196
spark,websocket-server-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/websocket-server-9.4.31.v20200723.jar,44814
spark,jetty-security-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-security-9.4.31.v20200723.jar,117914
spark,jetty-xml-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-xml-9.4.31.v20200723.jar,66692
spark,jetty-http-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-http-9.4.31.v20200723.jar,213217
spark,jetty-servlet-9.4.31.v20200723.jar,results/spark/original/compile-scope-dependencies/dependency/jetty-servlet-9.4.31.v20200723.jar,131958
java-faker,snakeyaml-1.23-android.jar,results/java-faker/original/compile-scope-dependencies/dependency/snakeyaml-1.23-android.jar,296616
java-faker,generex-1.0.2.jar,results/java-faker/original/compile-scope-dependencies/dependency/generex-1.0.2.jar,14395
java-faker,automaton-1.11-8.jar,results/java-faker/original/compile-scope-dependencies/dependency/automaton-1.11-8.jar,176285
java-faker,commons-lang3-3.5.jar,results/java-faker/original/compile-scope-dependencies/dependency/commons-lang3-3.5.jar,479881
