Project,Dependency,FilePath,Size
jooby,kotlin-stdlib-jdk8-1.6.21.jar,results/jooby/jooby/deptrim/libs-specialized/kotlin-stdlib-jdk8-1.6.21.jar,5482
jooby,asm-util-9.3.jar,results/jooby/jooby/deptrim/libs-specialized/asm-util-9.3.jar,49138
jooby,unbescape-1.1.6.RELEASE.jar,results/jooby/jooby/deptrim/libs-specialized/unbescape-1.1.6.RELEASE.jar,120695
jooby,jsr305-3.0.2.jar,results/jooby/jooby/deptrim/libs-specialized/jsr305-3.0.2.jar,8731
jooby,kotlin-stdlib-jdk7-1.6.21.jar,results/jooby/jooby/deptrim/libs-specialized/kotlin-stdlib-jdk7-1.6.21.jar,3792
jooby,javax.inject-1.jar,results/jooby/jooby/deptrim/libs-specialized/javax.inject-1.jar,1770
auto,javapoet-1.13.0.jar,results/auto/common/deptrim/libs-specialized/javapoet-1.13.0.jar,95573
auto,checker-qual-3.12.0.jar,results/auto/common/deptrim/libs-specialized/checker-qual-3.12.0.jar,8895
auto,error_prone_annotations-2.11.0.jar,results/auto/common/deptrim/libs-specialized/error_prone_annotations-2.11.0.jar,9730
auto,j2objc-annotations-1.3.jar,results/auto/common/deptrim/libs-specialized/j2objc-annotations-1.3.jar,3742
auto,guava-31.1-jre.jar,results/auto/common/deptrim/libs-specialized/guava-31.1-jre.jar,1192687
auto,jsr305-3.0.2.jar,results/auto/common/deptrim/libs-specialized/jsr305-3.0.2.jar,7328
mybatis-3,javassist-3.29.2-GA.jar,results/mybatis-3/deptrim/libs-specialized/javassist-3.29.2-GA.jar,682289
mybatis-3,commons-logging-1.2.jar,results/mybatis-3/deptrim/libs-specialized/commons-logging-1.2.jar,55397
mybatis-3,reload4j-1.2.22.jar,results/mybatis-3/deptrim/libs-specialized/reload4j-1.2.22.jar,103994
mybatis-3,slf4j-api-2.0.1.jar,results/mybatis-3/deptrim/libs-specialized/slf4j-api-2.0.1.jar,55546
mybatis-3,asm-7.1.jar,results/mybatis-3/deptrim/libs-specialized/asm-7.1.jar,108225
mybatis-3,cglib-3.3.0.jar,results/mybatis-3/deptrim/libs-specialized/cglib-3.3.0.jar,185699
mybatis-3,log4j-api-2.19.0.jar,results/mybatis-3/deptrim/libs-specialized/log4j-api-2.19.0.jar,225321
mybatis-3,ognl-3.3.4.jar,results/mybatis-3/deptrim/libs-specialized/ognl-3.3.4.jar,262486
woodstox,stax2-api-4.2.1.jar,results/woodstox/deptrim/libs-specialized/stax2-api-4.2.1.jar,104299
woodstox,relaxngDatatype-20020414.jar,results/woodstox/deptrim/libs-specialized/relaxngDatatype-20020414.jar,1320
woodstox,msv-core-2013.6.1.jar,results/woodstox/deptrim/libs-specialized/msv-core-2013.6.1.jar,105363
undertow,wildfly-client-config-1.0.1.Final.jar,results/undertow/core/deptrim/libs-specialized/wildfly-client-config-1.0.1.Final.jar,42138
undertow,xnio-api-3.8.7.Final.jar,results/undertow/core/deptrim/libs-specialized/xnio-api-3.8.7.Final.jar,439372
undertow,wildfly-common-1.5.4.Final.jar,results/undertow/core/deptrim/libs-specialized/wildfly-common-1.5.4.Final.jar,129673
undertow,jboss-logging-3.4.1.Final.jar,results/undertow/core/deptrim/libs-specialized/jboss-logging-3.4.1.Final.jar,59120
undertow,jboss-threads-3.1.0.Final.jar,results/undertow/core/deptrim/libs-specialized/jboss-threads-3.1.0.Final.jar,65827
tablesaw,commons-lang3-3.9.jar,results/tablesaw/json/deptrim/libs-specialized/commons-lang3-3.9.jar,204041
tablesaw,commons-text-1.8.jar,results/tablesaw/json/deptrim/libs-specialized/commons-text-1.8.jar,40465
tablesaw,json-flattener-0.8.1.jar,results/tablesaw/json/deptrim/libs-specialized/json-flattener-0.8.1.jar,23480
tablesaw,jackson-core-2.13.2.jar,results/tablesaw/json/deptrim/libs-specialized/jackson-core-2.13.2.jar,355178
tablesaw,json-base-1.0.0.jar,results/tablesaw/json/deptrim/libs-specialized/json-base-1.0.0.jar,16788
tablesaw,jackson-databind-2.13.2.1.jar,results/tablesaw/json/deptrim/libs-specialized/jackson-databind-2.13.2.1.jar,1492295
tablesaw,jackson-datatype-jsr310-2.13.2.jar,results/tablesaw/json/deptrim/libs-specialized/jackson-datatype-jsr310-2.13.2.jar,113012
jacop,scala-library-2.13.1.jar,results/jacop/deptrim/libs-specialized/scala-library-2.13.1.jar,3579783
jacop,scala-reflect-2.13.1.jar,results/jacop/deptrim/libs-specialized/scala-reflect-2.13.1.jar,152966
jacop,mockito-all-1.10.19.jar,results/jacop/deptrim/libs-specialized/mockito-all-1.10.19.jar,367404
jacop,scala-compiler-2.13.1.jar,results/jacop/deptrim/libs-specialized/scala-compiler-2.13.1.jar,1163881
spoon,slf4j-api-1.7.36.jar,results/spoon/deptrim/libs-specialized/slf4j-api-1.7.36.jar,39849
spoon,commons-io-2.11.0.jar,results/spoon/deptrim/libs-specialized/commons-io-2.11.0.jar,131443
spoon,plexus-utils-3.0.24.jar,results/spoon/deptrim/libs-specialized/plexus-utils-3.0.24.jar,78381
spoon,jsap-2.1.jar,results/spoon/deptrim/libs-specialized/jsap-2.1.jar,53839
spoon,jackson-core-2.13.4.jar,results/spoon/deptrim/libs-specialized/jackson-core-2.13.4.jar,355334
spoon,maven-api-meta-4.0.0-alpha-2.jar,results/spoon/deptrim/libs-specialized/maven-api-meta-4.0.0-alpha-2.jar,10603
spoon,maven-xml-impl-4.0.0-alpha-2.jar,results/spoon/deptrim/libs-specialized/maven-xml-impl-4.0.0-alpha-2.jar,25629
spoon,commons-compress-1.21.jar,results/spoon/deptrim/libs-specialized/commons-compress-1.21.jar,594591
spoon,maven-model-4.0.0-alpha-2.jar,results/spoon/deptrim/libs-specialized/maven-model-4.0.0-alpha-2.jar,175332
spoon,jackson-databind-2.13.4.2.jar,results/spoon/deptrim/libs-specialized/jackson-databind-2.13.4.2.jar,1474399
spoon,maven-shared-utils-3.3.4.jar,results/spoon/deptrim/libs-specialized/maven-shared-utils-3.3.4.jar,49609
spoon,commons-lang3-3.12.0.jar,results/spoon/deptrim/libs-specialized/commons-lang3-3.12.0.jar,227198
spoon,org.eclipse.jdt.core-3.31.0.jar,results/spoon/deptrim/libs-specialized/org.eclipse.jdt.core-3.31.0.jar,3016327
spoon,javax.inject-1.jar,results/spoon/deptrim/libs-specialized/javax.inject-1.jar,1824
javaparser,javassist-3.29.2-GA.jar,results/javaparser/javaparser-symbol-solver-core/deptrim/libs-specialized/javassist-3.29.2-GA.jar,650171
javaparser,checker-qual-3.12.0.jar,results/javaparser/javaparser-symbol-solver-core/deptrim/libs-specialized/checker-qual-3.12.0.jar,8895
javaparser,error_prone_annotations-2.11.0.jar,results/javaparser/javaparser-symbol-solver-core/deptrim/libs-specialized/error_prone_annotations-2.11.0.jar,10243
javaparser,j2objc-annotations-1.3.jar,results/javaparser/javaparser-symbol-solver-core/deptrim/libs-specialized/j2objc-annotations-1.3.jar,5049
javaparser,guava-31.1-jre.jar,results/javaparser/javaparser-symbol-solver-core/deptrim/libs-specialized/guava-31.1-jre.jar,1529402
javaparser,javaparser-core-3.24.8.jar,results/javaparser/javaparser-symbol-solver-core/deptrim/libs-specialized/javaparser-core-3.24.8.jar,1169880
javaparser,jsr305-3.0.2.jar,results/javaparser/javaparser-symbol-solver-core/deptrim/libs-specialized/jsr305-3.0.2.jar,7328
vertx-unit,jackson-core-2.14.0.jar,results/vertx-unit/deptrim/libs-specialized/jackson-core-2.14.0.jar,414752
vertx-unit,netty-handler-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-handler-4.1.85.Final.jar,417058
vertx-unit,netty-transport-native-unix-common-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-transport-native-unix-common-4.1.85.Final.jar,15552
vertx-unit,netty-resolver-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-resolver-4.1.85.Final.jar,34150
vertx-unit,netty-codec-socks-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-codec-socks-4.1.85.Final.jar,55583
vertx-unit,junit-4.13.1.jar,results/vertx-unit/deptrim/libs-specialized/junit-4.13.1.jar,227924
vertx-unit,netty-buffer-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-buffer-4.1.85.Final.jar,286755
vertx-unit,netty-resolver-dns-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-resolver-dns-4.1.85.Final.jar,152157
vertx-unit,netty-codec-http2-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-codec-http2-4.1.85.Final.jar,334580
vertx-unit,netty-codec-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-codec-4.1.85.Final.jar,157159
vertx-unit,hamcrest-core-1.3.jar,results/vertx-unit/deptrim/libs-specialized/hamcrest-core-1.3.jar,10272
vertx-unit,netty-codec-dns-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-codec-dns-4.1.85.Final.jar,59273
vertx-unit,netty-common-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-common-4.1.85.Final.jar,525881
vertx-unit,vertx-core-4.3.6.jar,results/vertx-unit/deptrim/libs-specialized/vertx-core-4.3.6.jar,1434986
vertx-unit,netty-transport-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-transport-4.1.85.Final.jar,371277
vertx-unit,netty-codec-http-4.1.85.Final.jar,results/vertx-unit/deptrim/libs-specialized/netty-codec-http-4.1.85.Final.jar,418074
httpcomponents-client,slf4j-api-1.7.36.jar,results/httpcomponents-client/httpclient5/deptrim/libs-specialized/slf4j-api-1.7.36.jar,36025
httpcomponents-client,httpcore5-h2-5.2.jar,results/httpcomponents-client/httpclient5/deptrim/libs-specialized/httpcore5-h2-5.2.jar,162262
httpcomponents-client,conscrypt-openjdk-uber-2.5.2.jar,results/httpcomponents-client/httpclient5/deptrim/libs-specialized/conscrypt-openjdk-uber-2.5.2.jar,4382798
httpcomponents-client,httpcore5-5.2.jar,results/httpcomponents-client/httpclient5/deptrim/libs-specialized/httpcore5-5.2.jar,567117
spark,jetty-server-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/jetty-server-9.4.31.v20200723.jar,491927
spark,jetty-util-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/jetty-util-9.4.31.v20200723.jar,384147
spark,websocket-common-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/websocket-common-9.4.31.v20200723.jar,164266
spark,slf4j-api-1.7.25.jar,results/spark/deptrim/libs-specialized/slf4j-api-1.7.25.jar,31130
spark,jetty-io-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/jetty-io-9.4.31.v20200723.jar,134520
spark,websocket-api-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/websocket-api-9.4.31.v20200723.jar,49953
spark,websocket-servlet-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/websocket-servlet-9.4.31.v20200723.jar,29011
spark,javax.servlet-api-3.1.0.jar,results/spark/deptrim/libs-specialized/javax.servlet-api-3.1.0.jar,92010
spark,jetty-webapp-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/jetty-webapp-9.4.31.v20200723.jar,31516
spark,websocket-server-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/websocket-server-9.4.31.v20200723.jar,40203
spark,jetty-security-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/jetty-security-9.4.31.v20200723.jar,80350
spark,jetty-http-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/jetty-http-9.4.31.v20200723.jar,210346
spark,jetty-servlet-9.4.31.v20200723.jar,results/spark/deptrim/libs-specialized/jetty-servlet-9.4.31.v20200723.jar,98673
java-faker,snakeyaml-1.23-android.jar,results/java-faker/deptrim/libs-specialized/snakeyaml-1.23-android.jar,11612
java-faker,generex-1.0.2.jar,results/java-faker/deptrim/libs-specialized/generex-1.0.2.jar,9124
java-faker,commons-lang3-3.5.jar,results/java-faker/deptrim/libs-specialized/commons-lang3-3.5.jar,67496
