GroupID:ArtifactID:Type:Version:Scope
org.easymock:easymock:jar:3.3.1:test
org.javassist:javassist:jar:3.18.2-GA:test
org.powermock:powermock-api-mockito:jar:1.6.1:test
org.powermock:powermock-api-support:jar:1.6.1:test
org.ow2.asm:asm:jar:5.0.3:compile
org.hamcrest:hamcrest-core:jar:1.3:provided
cglib:cglib:jar:3.1:compile
org.mockito:mockito-all:jar:1.10.8:test
junit:junit:jar:4.12:provided
org.powermock:powermock-core:jar:1.6.1:test
com.github.marschall:memoryfilesystem:jar:0.6.4:test
org.powermock:powermock-reflect:jar:1.6.1:test
org.mockito:mockito-core:jar:1.10.8:test
org.powermock:powermock-module-junit4:jar:1.6.1:test
org.powermock:powermock-module-junit4-common:jar:1.6.1:test
org.objenesis:objenesis:jar:2.1:test
net.java.dev.jets3t:jets3t:jar:0.6.1:provided
org.apache.hadoop:hadoop-annotations:jar:2.0.0-alpha:provided
org.codehaus.jackson:jackson-core-asl:jar:1.7.1:provided
commons-el:commons-el:jar:1.0:provided
com.sun.jersey.jersey-test-framework:jersey-test-framework-core:jar:1.8:provided
org.codehaus.jackson:jackson-mapper-asl:jar:1.8.8:provided
aopalliance:aopalliance:jar:1.0:provided
tomcat:jasper-compiler:jar:5.5.23:provided
org.eclipse.jdt:core:jar:3.1.1:provided
org.apache.avro:avro:jar:1.5.3:provided
com.google.protobuf:protobuf-java:jar:2.4.0a:provided
org.glassfish.grizzly:grizzly-framework:jar:tests:2.1.1:provided
org.glassfish:javax.servlet:jar:3.0:provided
commons-daemon:commons-daemon:jar:1.0.3:provided
com.sun.xml.bind:jaxb-impl:jar:2.2.3-1:provided
org.glassfish.grizzly:grizzly-framework:jar:2.1.1:provided
org.apache.hadoop:hadoop-auth:jar:2.0.0-alpha:provided
org.apache.hadoop:hadoop-common:jar:2.0.0-alpha:provided
org.apache.hadoop:hadoop-hdfs:jar:2.0.0-alpha:provided
org.mortbay.jetty:jetty-util:jar:6.1.26:provided
org.codehaus.jackson:jackson-jaxrs:jar:1.7.1:provided
org.slf4j:slf4j-api:jar:1.6.1:provided
com.google.inject:guice:jar:3.0:provided
commons-logging:commons-logging:jar:1.1.1:compile
org.apache.hadoop:hadoop-yarn-common:jar:2.0.0-alpha:provided
org.glassfish.grizzly:grizzly-http-server:jar:2.1.1:provided
org.slf4j:slf4j-log4j12:jar:1.6.1:provided
javax.servlet.jsp:jsp-api:jar:2.1:provided
com.sun.jersey:jersey-client:jar:1.8:provided
xmlenc:xmlenc:jar:0.52:provided
org.glassfish.gmbal:gmbal-api-only:jar:3.0.0-b023:provided
com.thoughtworks.paranamer:paranamer:jar:2.3:provided
tomcat:jasper-runtime:jar:5.5.23:provided
junit:junit:jar:4.10:compile
org.codehaus.jackson:jackson-xc:jar:1.7.1:provided
jdiff:jdiff:jar:1.0.9:provided
org.glassfish.grizzly:grizzly-rcm:jar:2.1.1:provided
org.xerial.snappy:snappy-java:jar:1.0.3.2:provided
org.apache.hadoop:hadoop-yarn-api:jar:2.0.0-alpha:provided
org.apache.commons:commons-math:jar:2.1:provided
org.glassfish.grizzly:grizzly-http-servlet:jar:2.1.1:provided
org.apache.zookeeper:zookeeper:jar:3.4.2:provided
org.glassfish.external:management-api:jar:3.0.0-b012:provided
com.google.code.findbugs:jsr305:jar:1.3.9:provided
commons-net:commons-net:jar:3.1:provided
commons-configuration:commons-configuration:jar:1.6:provided
commons-digester:commons-digester:jar:1.8:provided
