Version,Type,IsUsed
fuzzy-matcher,org.apache.commons.collections4.list.TreeList,no
fuzzy-matcher,org.apache.commons.collections4.map.UnmodifiableEntrySet$UnmodifiableEntrySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecorator,no
fuzzy-matcher,org.apache.commons.collections4.list.AbstractLinkedList$LinkedSubList,no
fuzzy-matcher,org.apache.commons.collections4.iterators.CollatingIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.TransformedMap,no
fuzzy-matcher,org.apache.commons.collections4.OrderedMapIterator,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$ValueView,no
fuzzy-matcher,org.apache.commons.collections4.queue.CircularFifoQueue$1,no
fuzzy-matcher,org.apache.commons.collections4.collection.SynchronizedCollection,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$View,no
fuzzy-matcher,org.apache.commons.collections4.iterators.ObjectArrayIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$EntryIterator,no
fuzzy-matcher,org.apache.commons.collections4.set.UnmodifiableSet,yes
fuzzy-matcher,org.apache.commons.collections4.IterableMap,no
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$BaseIterator,no
fuzzy-matcher,org.apache.commons.collections4.bag.TransformedSortedBag,no
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$KeyIterator,no
fuzzy-matcher,org.apache.commons.collections4.bag.CollectionSortedBag,no
fuzzy-matcher,org.apache.commons.collections4.bag.AbstractSortedBagDecorator,no
fuzzy-matcher,org.apache.commons.collections4.map.MultiValueMap$1$1$1,no
fuzzy-matcher,org.apache.commons.collections4.functors.IfClosure,no
fuzzy-matcher,org.apache.commons.collections4.bag.AbstractMapBag$MutableInteger,yes
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,no
fuzzy-matcher,org.apache.commons.collections4.bag.SynchronizedSortedBag,no
fuzzy-matcher,org.apache.commons.collections4.map.MultiValueMap,no
fuzzy-matcher,org.apache.commons.collections4.set.TransformedSortedSet,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$EntryView,no
fuzzy-matcher,org.apache.commons.collections4.comparators.NullComparator,yes
fuzzy-matcher,org.apache.commons.collections4.Unmodifiable,yes
fuzzy-matcher,org.apache.commons.collections4.MapUtils,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.SplitMapUtils$1,no
fuzzy-matcher,org.apache.commons.collections4.set.CompositeSet$SetMutator,no
fuzzy-matcher,org.apache.commons.collections4.SortedBag,no
fuzzy-matcher,org.apache.commons.collections4.ResettableIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$EntrySet,no
fuzzy-matcher,org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator,no
fuzzy-matcher,org.apache.commons.collections4.map.UnmodifiableEntrySet$UnmodifiableEntry,no
fuzzy-matcher,org.apache.commons.collections4.OrderedIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$1,no
fuzzy-matcher,org.apache.commons.collections4.bag.AbstractBagDecorator,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$Values,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.MultiValueMap$Values,no
fuzzy-matcher,org.apache.commons.collections4.functors.ExceptionPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractLinkedMap$EntrySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$ViewMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.set.PredicatedSortedSet,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet$SingletonIterator,no
fuzzy-matcher,org.apache.commons.collections4.iterators.IteratorIterable$1,yes
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$KeySet,no
fuzzy-matcher,org.apache.commons.collections4.CollectionUtils$SetOperationCardinalityHelper,yes
fuzzy-matcher,org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.functors.AnyPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.functors.CloneTransformer,no
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$EntrySet,no
fuzzy-matcher,org.apache.commons.collections4.Transformer,yes
fuzzy-matcher,org.apache.commons.collections4.set.ListOrderedSet$1,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$Values,no
fuzzy-matcher,org.apache.commons.collections4.iterators.ObjectArrayListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.bag.UnmodifiableBag,no
fuzzy-matcher,org.apache.commons.collections4.sequence.InsertCommand,yes
fuzzy-matcher,org.apache.commons.collections4.functors.NOPClosure,no
fuzzy-matcher,org.apache.commons.collections4.comparators.FixedOrderComparator$UnknownObjectBehavior,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntryMap,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet,no
fuzzy-matcher,org.apache.commons.collections4.SplitMapUtils,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractBidiMapDecorator,no
fuzzy-matcher,org.apache.commons.collections4.trie.PatriciaTrie,no
fuzzy-matcher,org.apache.commons.collections4.collection.IndexedCollection,no
fuzzy-matcher,org.apache.commons.collections4.CollectionUtils$1,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.AbstractEmptyIterator,yes
fuzzy-matcher,org.apache.commons.collections4.collection.CompositeCollection,no
fuzzy-matcher,org.apache.commons.collections4.SetUtils,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractLinkedMap$LinkIterator,no
fuzzy-matcher,org.apache.commons.collections4.FunctorException,yes
fuzzy-matcher,org.apache.commons.collections4.Factory,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractIterableMap,no
fuzzy-matcher,org.apache.commons.collections4.iterators.ObjectGraphIterator,yes
fuzzy-matcher,org.apache.commons.collections4.list.FixedSizeList$FixedSizeListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$KeySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.collection.UnmodifiableCollection,yes
fuzzy-matcher,org.apache.commons.collections4.functors.SwitchClosure,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractSortedMapDecorator,no
fuzzy-matcher,org.apache.commons.collections4.functors.ConstantFactory,no
fuzzy-matcher,org.apache.commons.collections4.ResettableListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.functors.PrototypeFactory$1,no
fuzzy-matcher,org.apache.commons.collections4.comparators.ReverseComparator,yes
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$Node,no
fuzzy-matcher,org.apache.commons.collections4.map.LRUMap,no
fuzzy-matcher,org.apache.commons.collections4.Equator,yes
fuzzy-matcher,org.apache.commons.collections4.queue.TransformedQueue,no
fuzzy-matcher,org.apache.commons.collections4.iterators.UnmodifiableMapIterator,yes
fuzzy-matcher,org.apache.commons.collections4.functors.TransformerClosure,no
fuzzy-matcher,org.apache.commons.collections4.set.AbstractSerializableSetDecorator,yes
fuzzy-matcher,org.apache.commons.collections4.functors.InstantiateFactory,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$ViewMapEntryIterator,no
fuzzy-matcher,org.apache.commons.collections4.FactoryUtils,no
fuzzy-matcher,org.apache.commons.collections4.functors.CatchAndRethrowClosure,no
fuzzy-matcher,org.apache.commons.collections4.keyvalue.MultiKey,no
fuzzy-matcher,org.apache.commons.collections4.iterators.LazyIteratorChain,no
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$ValueIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.ListOrderedMap$ValuesView$1,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySet,no
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$KeySet,no
fuzzy-matcher,org.apache.commons.collections4.bag.TreeBag,no
fuzzy-matcher,org.apache.commons.collections4.iterators.PeekingIterator,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.EmptyOrderedIterator,yes
fuzzy-matcher,org.apache.commons.collections4.functors.NullIsTruePredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceValues,no
fuzzy-matcher,org.apache.commons.collections4.BagUtils,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractHashedMap$KeySet,no
fuzzy-matcher,org.apache.commons.collections4.keyvalue.AbstractKeyValue,no
fuzzy-matcher,org.apache.commons.collections4.iterators.IteratorChain,yes
fuzzy-matcher,org.apache.commons.collections4.sequence.CommandVisitor,yes
fuzzy-matcher,org.apache.commons.collections4.functors.ExceptionFactory,no
fuzzy-matcher,org.apache.commons.collections4.functors.UniquePredicate,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$InverseViewMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.UnmodifiableBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeMap,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$Inverse,no
fuzzy-matcher,org.apache.commons.collections4.list.AbstractLinkedList$LinkedListIterator,no
fuzzy-matcher,org.apache.commons.collections4.iterators.AbstractEmptyMapIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractHashedMap$EntrySet,no
fuzzy-matcher,org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet$EntryIterator,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeEntrySet,no
fuzzy-matcher,org.apache.commons.collections4.map.FixedSizeSortedMap,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractLinkedMap$KeySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.queue.CircularFifoQueue,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntrySet$EntryIterator,no
fuzzy-matcher,org.apache.commons.collections4.list.SetUniqueList$SetListListIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.ListOrderedMap$ValuesView,no
fuzzy-matcher,org.apache.commons.collections4.functors.FactoryTransformer,no
fuzzy-matcher,org.apache.commons.collections4.sequence.DeleteCommand,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.IteratorIterable,yes
fuzzy-matcher,org.apache.commons.collections4.functors.StringValueTransformer,no
fuzzy-matcher,org.apache.commons.collections4.functors.InstantiateTransformer,no
fuzzy-matcher,org.apache.commons.collections4.sequence.ReplacementsHandler,no
fuzzy-matcher,org.apache.commons.collections4.map.PredicatedSortedMap,no
fuzzy-matcher,org.apache.commons.collections4.sequence.SequencesComparator$Snake,yes
fuzzy-matcher,org.apache.commons.collections4.BoundedMap,no
fuzzy-matcher,org.apache.commons.collections4.bag.SynchronizedBag$SynchronizedBagSet,no
fuzzy-matcher,org.apache.commons.collections4.TransformerUtils,no
fuzzy-matcher,org.apache.commons.collections4.queue.AbstractQueueDecorator,no
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$FlatMapEntry,no
fuzzy-matcher,org.apache.commons.collections4.map.LinkedMap$LinkedMapList,no
fuzzy-matcher,org.apache.commons.collections4.comparators.BooleanComparator,yes
fuzzy-matcher,org.apache.commons.collections4.map.LazyMap,no
fuzzy-matcher,org.apache.commons.collections4.collection.UnmodifiableBoundedCollection,yes
fuzzy-matcher,org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter,no
fuzzy-matcher,org.apache.commons.collections4.KeyValue,no
fuzzy-matcher,org.apache.commons.collections4.MapUtils$1,no
fuzzy-matcher,org.apache.commons.collections4.MapUtils$2,no
fuzzy-matcher,org.apache.commons.collections4.comparators.TransformingComparator,yes
fuzzy-matcher,org.apache.commons.collections4.comparators.ComparatorChain,yes
fuzzy-matcher,org.apache.commons.collections4.map.PassiveExpiringMap,no
fuzzy-matcher,org.apache.commons.collections4.functors.OnePredicate,yes
fuzzy-matcher,org.apache.commons.collections4.set.ListOrderedSet$OrderedSetIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.ListOrderedMap$EntrySetView,no
fuzzy-matcher,org.apache.commons.collections4.ClosureUtils,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$BidiMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.ReferenceIdentityMap,no
fuzzy-matcher,org.apache.commons.collections4.map.MultiValueMap$ReflectionFactory,no
fuzzy-matcher,org.apache.commons.collections4.list.TreeList$AVLNode,no
fuzzy-matcher,org.apache.commons.collections4.sequence.ReplacementsFinder,no
fuzzy-matcher,org.apache.commons.collections4.set.AbstractSortedSetDecorator,no
fuzzy-matcher,org.apache.commons.collections4.iterators.PushbackIterator,yes
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeEntrySet,no
fuzzy-matcher,org.apache.commons.collections4.list.LazyList,yes
fuzzy-matcher,org.apache.commons.collections4.ListUtils$Partition,yes
fuzzy-matcher,org.apache.commons.collections4.list.GrowthList,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$KeySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.functors.ComparatorPredicate$Criterion,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$KeySet$KeyIterator,no
fuzzy-matcher,org.apache.commons.collections4.QueueUtils,no
fuzzy-matcher,org.apache.commons.collections4.iterators.UnmodifiableListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.ReferenceMap,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$Values$ValueIterator,no
fuzzy-matcher,org.apache.commons.collections4.functors.TruePredicate,yes
fuzzy-matcher,org.apache.commons.collections4.Trie,no
fuzzy-matcher,org.apache.commons.collections4.functors.NotNullPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.functors.DefaultEquator,yes
fuzzy-matcher,org.apache.commons.collections4.bag.UnmodifiableSortedBag,no
fuzzy-matcher,org.apache.commons.collections4.iterators.AbstractListIteratorDecorator,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.AbstractIteratorDecorator,no
fuzzy-matcher,org.apache.commons.collections4.functors.AndPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.MultiValueMap$ValuesIterator,no
fuzzy-matcher,org.apache.commons.collections4.list.TransformedList$TransformedListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.DualTreeBidiMap$BidiOrderedMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.queue.UnmodifiableQueue,no
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap$Lock,no
fuzzy-matcher,org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractHashedMap$HashEntry,no
fuzzy-matcher,org.apache.commons.collections4.map.TransformedSortedMap,no
fuzzy-matcher,org.apache.commons.collections4.iterators.EmptyListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.list.CursorableLinkedList$Cursor,no
fuzzy-matcher,org.apache.commons.collections4.functors.InstanceofPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractMapDecorator,no
fuzzy-matcher,org.apache.commons.collections4.sequence.SequencesComparator,yes
fuzzy-matcher,org.apache.commons.collections4.list.SetUniqueList$SetListIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$EntryIterator,no
fuzzy-matcher,org.apache.commons.collections4.OrderedMap,no
fuzzy-matcher,org.apache.commons.collections4.functors.OrPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.UnmodifiableEntrySet,no
fuzzy-matcher,org.apache.commons.collections4.iterators.LoopingListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.comparators.FixedOrderComparator$1,no
fuzzy-matcher,org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.collection.AbstractCollectionDecorator,yes
fuzzy-matcher,org.apache.commons.collections4.map.CompositeMap,no
fuzzy-matcher,org.apache.commons.collections4.iterators.EmptyMapIterator,yes
fuzzy-matcher,org.apache.commons.collections4.collection.CompositeCollection$CollectionMutator,no
fuzzy-matcher,org.apache.commons.collections4.bag.AbstractMapBag,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.TransformIterator,yes
fuzzy-matcher,org.apache.commons.collections4.set.PredicatedSet,no
fuzzy-matcher,org.apache.commons.collections4.bag.HashBag,yes
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$EntrySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.IterableGet,no
fuzzy-matcher,org.apache.commons.collections4.sequence.EditCommand,yes
fuzzy-matcher,org.apache.commons.collections4.splitmap.AbstractIterableGetMapDecorator,no
fuzzy-matcher,org.apache.commons.collections4.Predicate,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$DataElement,no
fuzzy-matcher,org.apache.commons.collections4.set.ListOrderedSet,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$Reference,no
fuzzy-matcher,org.apache.commons.collections4.keyvalue.UnmodifiableMapEntry,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$ValuesIterator,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$KeyView,no
fuzzy-matcher,org.apache.commons.collections4.BidiMap,no
fuzzy-matcher,org.apache.commons.collections4.keyvalue.DefaultKeyValue,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractLinkedMap$ValuesIterator,no
fuzzy-matcher,org.apache.commons.collections4.comparators.FixedOrderComparator,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.list.CursorableLinkedList$SubCursor,no
fuzzy-matcher,org.apache.commons.collections4.SplitMapUtils$WrappedPut,no
fuzzy-matcher,org.apache.commons.collections4.map.MultiKeyMap,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$RangeMap,no
fuzzy-matcher,org.apache.commons.collections4.functors.InvokerTransformer,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.DualTreeBidiMap$ViewMap,no
fuzzy-matcher,org.apache.commons.collections4.map.StaticBucketMap,no
fuzzy-matcher,org.apache.commons.collections4.sequence.EditScript,yes
fuzzy-matcher,org.apache.commons.collections4.Bag,yes
fuzzy-matcher,org.apache.commons.collections4.SortedBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractBitwiseTrie,no
fuzzy-matcher,org.apache.commons.collections4.functors.ComparatorPredicate$1,no
fuzzy-matcher,org.apache.commons.collections4.CollectionUtils$CardinalityHelper,yes
fuzzy-matcher,org.apache.commons.collections4.functors.ClosureTransformer,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$MapEntry,no
fuzzy-matcher,org.apache.commons.collections4.functors.EqualPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractBitwiseTrie$BasicEntry,no
fuzzy-matcher,org.apache.commons.collections4.iterators.EmptyOrderedMapIterator,yes
fuzzy-matcher,org.apache.commons.collections4.functors.TransformerPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.PassiveExpiringMap$ExpirationPolicy,no
fuzzy-matcher,org.apache.commons.collections4.bag.PredicatedBag,no
fuzzy-matcher,org.apache.commons.collections4.functors.PrototypeFactory$PrototypeSerializationFactory,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.SplitMapUtils$WrappedGet,no
fuzzy-matcher,org.apache.commons.collections4.OrderedBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySet,no
fuzzy-matcher,org.apache.commons.collections4.functors.PredicateDecorator,yes
fuzzy-matcher,org.apache.commons.collections4.list.NodeCachingLinkedList,no
fuzzy-matcher,org.apache.commons.collections4.set.CompositeSet,no
fuzzy-matcher,org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator,no
fuzzy-matcher,org.apache.commons.collections4.iterators.UnmodifiableIterator,yes
fuzzy-matcher,org.apache.commons.collections4.keyvalue.TiedMapEntry,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractHashedMap$HashMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.map.FixedSizeMap,no
fuzzy-matcher,org.apache.commons.collections4.map.ListOrderedMap$KeySetView$1,no
fuzzy-matcher,org.apache.commons.collections4.iterators.SingletonIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.UnmodifiableMap,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceBaseIterator,no
fuzzy-matcher,org.apache.commons.collections4.MapIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapEntry,no
fuzzy-matcher,org.apache.commons.collections4.set.UnmodifiableSortedSet,no
fuzzy-matcher,org.apache.commons.collections4.map.LinkedMap,no
fuzzy-matcher,org.apache.commons.collections4.functors.SwitchTransformer,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.functors.NOPTransformer,no
fuzzy-matcher,org.apache.commons.collections4.list.UnmodifiableList,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.PermutationIterator,yes
fuzzy-matcher,org.apache.commons.collections4.Closure,yes
fuzzy-matcher,org.apache.commons.collections4.map.CaseInsensitiveMap,no
fuzzy-matcher,org.apache.commons.collections4.ArrayStack,yes
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieIterator,no
fuzzy-matcher,org.apache.commons.collections4.functors.NotPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.EnumerationUtils,no
fuzzy-matcher,org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator,no
fuzzy-matcher,org.apache.commons.collections4.functors.ChainedClosure,no
fuzzy-matcher,org.apache.commons.collections4.map.MultiValueMap$1,no
fuzzy-matcher,org.apache.commons.collections4.BoundedCollection,yes
fuzzy-matcher,org.apache.commons.collections4.map.HashedMap,no
fuzzy-matcher,org.apache.commons.collections4.functors.TransformedPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.ListOrderedMap$KeySetView,no
fuzzy-matcher,org.apache.commons.collections4.functors.AllPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceStrength,no
fuzzy-matcher,org.apache.commons.collections4.queue.PredicatedQueue,no
fuzzy-matcher,org.apache.commons.collections4.map.SingletonMap$SingletonValues,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractHashedMap$HashIterator,no
fuzzy-matcher,org.apache.commons.collections4.ComparatorUtils,yes
fuzzy-matcher,org.apache.commons.collections4.MultiMap,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.iterators.NodeListIterator,yes
fuzzy-matcher,org.apache.commons.collections4.functors.NullIsExceptionPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.keyvalue.AbstractMapEntry,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$SoftRef,no
fuzzy-matcher,org.apache.commons.collections4.bag.PredicatedSortedBag,no
fuzzy-matcher,org.apache.commons.collections4.functors.MapTransformer,no
fuzzy-matcher,org.apache.commons.collections4.list.AbstractSerializableListDecorator,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.FilterIterator,yes
fuzzy-matcher,org.apache.commons.collections4.Get,no
fuzzy-matcher,org.apache.commons.collections4.ListUtils$LcsVisitor,yes
fuzzy-matcher,org.apache.commons.collections4.functors.ComparatorPredicate,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractHashedMap$Values,no
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$ValuesIterator,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet$EntryIterator,no
fuzzy-matcher,org.apache.commons.collections4.IterableSortedMap,no
fuzzy-matcher,org.apache.commons.collections4.bag.AbstractMapBag$BagIterator,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySetIterator,no
fuzzy-matcher,org.apache.commons.collections4.set.MapBackedSet,no
fuzzy-matcher,org.apache.commons.collections4.iterators.UniqueFilterIterator,no
fuzzy-matcher,org.apache.commons.collections4.trie.AbstractPatriciaTrie,no
fuzzy-matcher,org.apache.commons.collections4.collection.TransformedCollection,yes
fuzzy-matcher,org.apache.commons.collections4.map.LazySortedMap,no
fuzzy-matcher,org.apache.commons.collections4.bag.CollectionBag,no
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$Values,no
fuzzy-matcher,org.apache.commons.collections4.list.AbstractListDecorator,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.DualTreeBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.list.FixedSizeList,yes
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry,no
fuzzy-matcher,org.apache.commons.collections4.map.Flat3Map$FlatMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.list.PredicatedList,yes
fuzzy-matcher,org.apache.commons.collections4.PredicateUtils,yes
fuzzy-matcher,org.apache.commons.collections4.map.DefaultedMap,no
fuzzy-matcher,org.apache.commons.collections4.list.TreeList$1,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractOrderedMapDecorator,no
fuzzy-matcher,org.apache.commons.collections4.ListUtils$CharSequenceAsList,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.LoopingIterator,yes
fuzzy-matcher,org.apache.commons.collections4.iterators.EntrySetMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.iterators.IteratorEnumeration,yes
fuzzy-matcher,org.apache.commons.collections4.list.AbstractLinkedList$Node,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceKeySet,no
fuzzy-matcher,org.apache.commons.collections4.iterators.ListIteratorWrapper,yes
fuzzy-matcher,org.apache.commons.collections4.functors.AbstractQuantifierPredicate,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.TreeBidiMap$InverseViewMapEntryIterator,no
fuzzy-matcher,org.apache.commons.collections4.functors.ExceptionClosure,no
fuzzy-matcher,org.apache.commons.collections4.functors.ForClosure,no
fuzzy-matcher,org.apache.commons.collections4.map.CompositeMap$MapMutator,no
fuzzy-matcher,org.apache.commons.collections4.map.AbstractSortedMapDecorator$SortedMapIterator,no
fuzzy-matcher,org.apache.commons.collections4.list.AbstractLinkedList,no
fuzzy-matcher,org.apache.commons.collections4.list.TreeList$TreeListIterator,no
fuzzy-matcher,org.apache.commons.collections4.sequence.KeepCommand,yes
fuzzy-matcher,org.apache.commons.collections4.bidimap.DualHashBidiMap,no
fuzzy-matcher,org.apache.commons.collections4.functors.PrototypeFactory$PrototypeCloneFactory,no
